date,name,value
2021-01-06,CLF,0.025242
2021-01-06,CLP,696.492944
2021-01-06,CNY,6.461703
2021-01-06,COP,3414.55
2021-01-06,CRC,611.111111
2021-01-06,CUC,1.0
2021-01-06,CUP,26.5
2021-01-06,CVE,90.250052
2021-01-06,CZK,21.234042
2021-01-06,DJF,177.720349
2021-01-06,DKK,6.028803
2021-01-06,DOP,58.199915
2021-01-06,DZD,132.256705
2021-01-06,EGP,15.698897
2021-01-06,ERN,15.000131
2021-01-06,ETB,39.249825
2021-01-06,EUR,0.810403
2021-01-06,FJD,2.02435
2021-01-06,FKP,0.733864
2021-01-06,GBP,0.733985
2021-01-06,GEL,3.309846
2021-01-06,GGP,0.733864
2021-01-06,GHS,5.87499
2021-01-06,GIP,0.733864
2021-01-06,GMD,51.696248
2021-01-06,GNF,10025.000022
2021-01-06,GTQ,7.789522
2021-01-06,GYD,209.133175
2021-01-06,HKD,7.75315
2021-01-06,HNL,24.980293
2021-01-06,HRK,6.1271
2021-01-06,HTG,72.549448
2021-01-06,HUF,290.808962
2021-01-06,IDR,13958.0
2021-01-06,ILS,3.186565
2021-01-06,IMP,0.733864
2021-01-06,INR,73.375048
2021-01-06,IQD,1462.5
2021-01-06,IRR,42105.000249
2021-01-06,ISK,126.510355
2021-01-06,JEP,0.733864
2021-01-06,JMD,141.95461
2021-01-06,JOD,0.709015
2021-01-06,JPY,103.029031
2021-01-06,KES,109.449615
2021-01-06,KGS,83.077302
2021-01-06,KHR,4055.000095
2021-01-06,KMF,400.150021
2021-01-06,KPW,900.067462
2021-01-06,KRW,1087.950124
2021-01-06,KWD,0.30338
2021-01-06,KYD,0.832726
2021-01-06,KZT,418.89473
2021-01-06,LAK,9299.999795
2021-01-06,LBP,1512.295015
2021-01-06,LKR,188.36719
2021-01-06,LRD,166.449589
2021-01-06,LSL,14.690209
2021-01-06,LTL,2.95274
2021-01-06,LVL,0.60489
2021-01-06,LYD,4.431199
2021-01-06,MAD,8.804991
2021-01-06,MDL,17.18774
2021-01-06,MGA,3817.484777
2021-01-06,MKD,49.978099
2021-01-06,MMK,1316.571658
2021-01-06,MNT,2849.495808
2021-01-06,MOP,7.980512
2021-01-06,MRO,356.999828
2021-01-06,MUR,39.350142
2021-01-06,MVR,15.410061
2021-01-06,MWK,769.9998
2021-01-06,MXN,19.65827
2021-01-06,MYR,4.010501
2021-01-06,MZN,74.901482
2021-01-06,NAD,15.050198
2021-01-06,NGN,381.544655
2021-01-06,NIO,34.950089
2021-01-06,NOK,8.400399
2021-01-06,NPR,116.793021
2021-01-06,NZD,1.36895
2021-01-06,OMR,0.385025
2021-01-06,PAB,0.999255
2021-01-06,PEN,3.628002
2021-01-06,PGK,3.515055
2021-01-06,PHP,48.110424
2021-01-06,PKR,160.401494
2021-01-06,PLN,3.669437
2021-01-06,PYG,6874.017916
2021-01-06,QAR,3.640995
2021-01-06,RON,3.947801
2021-01-06,RSD,95.295018
2021-01-06,RUB,74.126496
2021-01-06,RWF,977.5
2021-01-06,SAR,3.751631
2021-01-06,SBD,8.033295
2021-01-06,SCR,21.206202
2021-01-06,SDG,55.274977
2021-01-06,SEK,8.159802
2021-01-06,SGD,1.317495
2021-01-06,SHP,0.733864
2021-01-06,SLL,10112.999787
2021-01-06,SOS,583.000226
2021-01-06,SRD,14.153985
2021-01-06,STD,20834.863349
2021-01-06,SVC,8.743581
2021-01-06,SYP,512.84285
2021-01-06,SZL,15.050356
2021-01-06,THB,29.930045
2021-01-06,TJS,11.319424
2021-01-06,TMT,3.51
2021-01-06,TND,2.680503
2021-01-06,TOP,2.265301
2021-01-06,TRY,7.30366
2021-01-06,TTD,6.78881
2021-01-06,TWD,27.834983
2021-01-06,TZS,2318.999752
2021-01-06,UAH,28.249111
2021-01-06,UGX,3692.421088
2021-01-06,USD,1.0
2021-01-06,UYU,42.144951
2021-01-06,UZS,10478.999644
2021-01-06,VEF,9.987503
2021-01-06,VND,23092.5
2021-01-06,VUV,107.669231
2021-01-06,WST,2.495727
2021-01-06,XAF,531.302749
2021-01-06,XAG,0.036649
2021-01-06,XAU,0.00052
2021-01-06,XCD,2.70255
2021-01-06,XDR,0.690091
2021-01-06,XOF,534.500812
2021-01-06,XPF,97.374965
2021-01-06,YER,250.430447
2021-01-06,ZAR,15.05579
2021-01-06,ZMK,9001.194249
2021-01-06,ZMW,21.167394
2021-01-06,ZWL,322.000186
2021-01-07,AED,3.6732
2021-01-07,AFN,77.19567
2021-01-07,ALL,100.749868
2021-01-07,AMD,522.590007
2021-01-07,ANG,1.795428
2021-01-07,AOA,649.939537
2021-01-07,ARS,84.940201
2021-01-07,AUD,1.287184
2021-01-07,AWG,1.8
2021-01-07,AZN,1.699053
2021-01-07,BAM,1.596088
2021-01-07,BBD,2.019602
2021-01-07,BDT,84.816139
2021-01-07,BGN,1.594465
2021-01-07,BHD,0.377151
2021-01-07,BIF,1945.0
2021-01-07,BMD,1.0
2021-01-07,BND,1.325466
2021-01-07,BOB,6.886624
2021-01-07,BRL,5.410295
2021-01-07,BSD,1.000253
2021-01-07,BTC,2.5389723e-05
2021-01-07,BTN,73.118517
2021-01-07,BWP,11.016003
2021-01-07,BYN,2.575425
2021-01-07,BYR,19600.0
2021-01-07,BZD,2.016174
2021-01-07,CAD,1.268465
2021-01-07,CDF,1970.999672
2021-01-07,CHF,0.885201
2021-01-07,CLF,0.025833
2021-01-07,CLP,712.788329
2021-01-07,CNY,6.478199
2021-01-07,COP,3489.99
2021-01-07,CRC,611.690972
2021-01-07,CUC,1.0
2021-01-07,CUP,26.5
2021-01-07,CVE,90.370301
2021-01-07,CZK,21.371899
2021-01-07,DJF,177.720101
2021-01-07,DKK,6.063303
2021-01-07,DOP,58.294926
2021-01-07,DZD,132.23511
2021-01-07,EGP,15.7022
2021-01-07,ERN,14.999827
2021-01-07,ETB,39.301691
2021-01-07,EUR,0.815027
2021-01-07,FJD,2.030099
2021-01-07,FKP,0.736974
2021-01-07,GBP,0.737005
2021-01-07,GEL,3.309743
2021-01-07,GGP,0.736974
2021-01-07,GHS,5.865007
2021-01-07,GIP,0.736974
2021-01-07,GMD,51.710023
2021-01-07,GNF,10055.999942
2021-01-07,GTQ,7.794416
2021-01-07,GYD,209.329275
2021-01-07,HKD,7.75325
2021-01-07,HNL,24.260249
2021-01-07,HRK,6.167499
2021-01-07,HTG,73.351341
2021-01-07,HUF,292.95982
2021-01-07,IDR,13905.20374
2021-01-07,ILS,3.18273
2021-01-07,IMP,0.736974
2021-01-07,INR,73.453503
2021-01-07,IQD,1461.5
2021-01-07,IRR,42105.000242
2021-01-07,ISK,126.579662
2021-01-07,JEP,0.736974
2021-01-07,JMD,142.852946
2021-01-07,JOD,0.709017
2021-01-07,JPY,103.795032
2021-01-07,KES,109.550333
2021-01-07,KGS,83.077297
2021-01-07,KHR,4055.000114
2021-01-07,KMF,401.649386
2021-01-07,KPW,900.059683
2021-01-07,KRW,1094.070238
2021-01-07,KWD,0.30338
2021-01-07,KYD,0.833524
2021-01-07,KZT,419.286921
2021-01-07,LAK,9299.999774
2021-01-07,LBP,1514.916857
2021-01-07,LKR,188.04681
2021-01-07,LRD,166.874973
2021-01-07,LSL,15.050273
2021-01-07,LTL,2.95274
2021-01-07,LVL,0.60489
2021-01-07,LYD,4.440143
2021-01-07,MAD,8.812029
2021-01-07,MDL,17.176164
2021-01-07,MGA,3769.999958
2021-01-07,MKD,50.225798
2021-01-07,MMK,1327.830714
2021-01-07,MNT,2837.545915
2021-01-07,MOP,7.987318
2021-01-07,MRO,356.999828
2021-01-07,MUR,39.410166
2021-01-07,MVR,15.398714
2021-01-07,MWK,775.000143
2021-01-07,MXN,20.015098
2021-01-07,MYR,4.04012
2021-01-07,MZN,74.925018
2021-01-07,NAD,15.049823
2021-01-07,NGN,381.196439
2021-01-07,NIO,35.010371
2021-01-07,NOK,8.429697
2021-01-07,NPR,116.990648
2021-01-07,NZD,1.376541
2021-01-07,OMR,0.385011
2021-01-07,PAB,1.000253
2021-01-07,PEN,3.624499
2021-01-07,PGK,3.519936
2021-01-07,PHP,48.230116
2021-01-07,PKR,160.20406
2021-01-07,PLN,3.68285
2021-01-07,PYG,6844.540558
2021-01-07,QAR,3.64125
2021-01-07,RON,3.959198
2021-01-07,RSD,95.82502
2021-01-07,RUB,74.630102
2021-01-07,RWF,975.0
2021-01-07,SAR,3.751885
2021-01-07,SBD,8.066615
2021-01-07,SCR,21.209132
2021-01-07,SDG,55.30114
2021-01-07,SEK,8.18987
2021-01-07,SGD,1.32432
2021-01-07,SHP,0.736974
2021-01-07,SLL,10116.000223
2021-01-07,SOS,585.000526
2021-01-07,SRD,14.154024
2021-01-07,STD,20834.863349
2021-01-07,SVC,8.752316
2021-01-07,SYP,512.823946
2021-01-07,SZL,15.050585
2021-01-07,THB,30.080047
2021-01-07,TJS,11.330189
2021-01-07,TMT,3.51
2021-01-07,TND,2.691501
2021-01-07,TOP,2.260699
2021-01-07,TRY,7.33475
2021-01-07,TTD,6.796204
2021-01-07,TWD,27.941797
2021-01-07,TZS,2319.554987
2021-01-07,UAH,28.278915
2021-01-07,UGX,3695.884576
2021-01-07,USD,1.0
2021-01-07,UYU,42.355149
2021-01-07,UZS,10459.000106
2021-01-07,VEF,9.987501
2021-01-07,VND,23079.0
2021-01-07,VUV,107.988033
2021-01-07,WST,2.503207
2021-01-07,XAF,535.309047
2021-01-07,XAG,0.03679
2021-01-07,XAU,0.000522
2021-01-07,XCD,2.70255
2021-01-07,XDR,0.6895
2021-01-07,XOF,532.99995
2021-01-07,XPF,97.674968
2021-01-07,YER,250.349763
2021-01-07,ZAR,15.446203
2021-01-07,ZMK,9001.197395
2021-01-07,ZMW,21.19513
2021-01-07,ZWL,322.000186
2021-01-08,AED,3.673042
2021-01-08,AFN,77.203991
2021-01-08,ALL,101.303989
2021-01-08,AMD,522.790403
2021-01-08,ANG,1.794999
2021-01-08,AOA,653.750403
2021-01-08,ARS,85.08319
2021-01-08,AUD,1.287623
2021-01-08,AWG,1.8
2021-01-08,AZN,1.70397
2021-01-08,BAM,1.596505
2021-01-08,BBD,2.019068
2021-01-08,BDT,84.753936
2021-01-08,BGN,1.600465
2021-01-08,BHD,0.376989
2021-01-08,BIF,1955.0
2021-01-08,BMD,1.0
2021-01-08,BND,1.324311
2021-01-08,BOB,6.884994
2021-01-08,BRL,5.418041
2021-01-08,BSD,1.000024
2021-01-08,BTC,2.4610512e-05
2021-01-08,BTN,73.262128
2021-01-08,BWP,10.995127
2021-01-08,BYN,2.564507
2021-01-08,BYR,19600.0
2021-01-08,BZD,2.015722
2021-01-08,CAD,1.270375
2021-01-08,CDF,1970.000362
2021-01-08,CHF,0.885523
2021-01-08,CLF,0.025807
2021-01-08,CLP,712.103912
2021-01-08,CNY,6.475404
2021-01-08,COP,3468.9
2021-01-08,CRC,613.899614
2021-01-08,CUC,1.0
2021-01-08,CUP,26.5
2021-01-08,CVE,90.503897
2021-01-08,CZK,21.41485
2021-01-08,DJF,177.720394
2021-01-08,DKK,6.08585
2021-01-08,DOP,58.27504
2021-01-08,DZD,132.184867
2021-01-08,EGP,15.692434
2021-01-08,ERN,15.000358
2021-01-08,ETB,39.303876
2021-01-08,EUR,0.817996
2021-01-08,FJD,2.04504
2021-01-08,FKP,0.737405
2021-01-08,GBP,0.737247
2021-01-08,GEL,3.310391
2021-01-08,GGP,0.737405
2021-01-08,GHS,5.86039
2021-01-08,GIP,0.737405
2021-01-08,GMD,51.703853
2021-01-08,GNF,10250.000355
2021-01-08,GTQ,7.792534
2021-01-08,GYD,209.334977
2021-01-08,HKD,7.76261
2021-01-08,HNL,24.250389
2021-01-08,HRK,6.195904
2021-01-08,HTG,73.111741
2021-01-08,HUF,294.150388
2021-01-08,IDR,14136.95
2021-01-08,ILS,3.18293
2021-01-08,IMP,0.737405
2021-01-08,INR,73.379404
2021-01-08,IQD,1462.5
2021-01-08,IRR,42105.000352
2021-01-08,ISK,128.220386
2021-01-08,JEP,0.737405
2021-01-08,JMD,142.758491
2021-01-08,JOD,0.708704
2021-01-08,JPY,103.928504
2021-01-08,KES,109.550385
2021-01-08,KGS,83.077304
2021-01-08,KHR,4055.000351
2021-01-08,KMF,402.403796
2021-01-08,KPW,900.015848
2021-01-08,KRW,1093.010384
2021-01-08,KWD,0.30358
2021-01-08,KYD,0.83334
2021-01-08,KZT,419.38828
2021-01-08,LAK,9305.000349
2021-01-08,LBP,1528.135871
2021-01-08,LKR,187.997698
2021-01-08,LRD,167.050382
2021-01-08,LSL,15.310382
2021-01-08,LTL,2.95274
2021-01-08,LVL,0.60489
2021-01-08,LYD,4.440381
2021-01-08,MAD,8.840381
2021-01-08,MDL,17.115593
2021-01-08,MGA,3793.000347
2021-01-08,MKD,50.295085
2021-01-08,MMK,1327.483777
2021-01-08,MNT,2855.493429
2021-01-08,MOP,7.986434
2021-01-08,MRO,356.999828
2021-01-08,MUR,39.378323
2021-01-08,MVR,15.420378
2021-01-08,MWK,775.000345
2021-01-08,MXN,20.00415
2021-01-08,MYR,4.032504
2021-01-08,MZN,74.925039
2021-01-08,NAD,15.310377
2021-01-08,NGN,383.503727
2021-01-08,NIO,35.025039
2021-01-08,NOK,8.41621
2021-01-08,NPR,117.219143
2021-01-08,NZD,1.383071
2021-01-08,OMR,0.384777
2021-01-08,PAB,1.000024
2021-01-08,PEN,3.622039
2021-01-08,PGK,3.515039
2021-01-08,PHP,48.056442
2021-01-08,PKR,160.250375
2021-01-08,PLN,3.690741
2021-01-08,PYG,6857.945131
2021-01-08,QAR,3.641038
2021-01-08,RON,3.985604
2021-01-08,RSD,96.235038
2021-01-08,RUB,74.083604
2021-01-08,RWF,975.0
2021-01-08,SAR,3.751943
2021-01-08,SBD,8.040664
2021-01-08,SCR,21.205302
2021-01-08,SDG,55.250372
2021-01-08,SEK,8.24354
2021-01-08,SGD,1.32544
2021-01-08,SHP,0.737405
2021-01-08,SLL,10205.000339
2021-01-08,SOS,583.000338
2021-01-08,SRD,14.154038
2021-01-08,STD,20834.863349
2021-01-08,SVC,8.75052
2021-01-08,SYP,512.822021
2021-01-08,SZL,15.31037
2021-01-08,THB,30.13037
2021-01-08,TJS,11.327516
2021-01-08,TMT,3.5
2021-01-08,TND,2.692504
2021-01-08,TOP,2.26425
2021-01-08,TRY,7.366404
2021-01-08,TTD,6.796346
2021-01-08,TWD,28.018038
2021-01-08,TZS,2319.010368
2021-01-08,UAH,28.27218
2021-01-08,UGX,3701.013003
2021-01-08,USD,1.0
2021-01-08,UYU,42.28424
2021-01-08,UZS,10460.000335
2021-01-08,VEF,9.987504
2021-01-08,VND,23067.5
2021-01-08,VUV,107.552696
2021-01-08,WST,2.527767
2021-01-08,XAF,535.435764
2021-01-08,XAG,0.039319
2021-01-08,XAU,0.000541
2021-01-08,XCD,2.70255
2021-01-08,XDR,0.691868
2021-01-08,XOF,535.000332
2021-01-08,XPF,98.050364
2021-01-08,YER,250.403597
2021-01-08,ZAR,15.29965
2021-01-08,ZMK,9001.203593
2021-01-08,ZMW,21.222624
2021-01-08,ZWL,322.000186
2021-01-09,AED,3.673204
2021-01-09,AFN,77.243354
2021-01-09,ALL,101.235174
2021-01-09,AMD,522.790403
2021-01-09,ANG,1.798773
2021-01-09,AOA,653.750403
2021-01-09,ARS,85.108875
2021-01-09,AUD,1.28866
2021-01-09,AWG,1.8
2021-01-09,AZN,1.70397
2021-01-09,BAM,1.599861
2021-01-09,BBD,2.023313
2021-01-09,BDT,84.933497
2021-01-09,BGN,1.598942
2021-01-09,BHD,0.377832
2021-01-09,BIF,1944.899796
2021-01-09,BMD,1.0
2021-01-09,BND,1.327117
2021-01-09,BOB,6.899468
2021-01-09,BRL,5.41546
2021-01-09,BSD,1.002127
2021-01-09,BTC,2.4943612e-05
2021-01-09,BTN,73.417342
2021-01-09,BWP,11.018241
2021-01-09,BYN,2.569898
2021-01-09,BYR,19600.0
2021-01-09,BZD,2.019959
2021-01-09,CAD,1.269865
2021-01-09,CDF,1970.000362
2021-01-09,CHF,0.885555
2021-01-09,CLF,0.025904
2021-01-09,CLP,714.782413
2021-01-09,CNY,6.475404
2021-01-09,COP,3497.341513
2021-01-09,CRC,615.190184
2021-01-09,CUC,1.0
2021-01-09,CUP,26.5
2021-01-09,CVE,90.196319
2021-01-09,CZK,21.41015
2021-01-09,DJF,178.396728
2021-01-09,DKK,6.08563
2021-01-09,DOP,58.352556
2021-01-09,DZD,132.184867
2021-01-09,EGP,15.733088
2021-01-09,ERN,15.000358
2021-01-09,ETB,39.489162
2021-01-09,EUR,0.817996
2021-01-09,FJD,2.01415
2021-01-09,FKP,0.737017
2021-01-09,GBP,0.737164
2021-01-09,GEL,3.310391
2021-01-09,GGP,0.737017
2021-01-09,GHS,5.872311
2021-01-09,GIP,0.737017
2021-01-09,GMD,51.703853
2021-01-09,GNF,10286.625767
2021-01-09,GTQ,7.808916
2021-01-09,GYD,209.775051
2021-01-09,HKD,7.76191
2021-01-09,HNL,24.148875
2021-01-09,HRK,6.195904
2021-01-09,HTG,73.26544
2021-01-09,HUF,294.160388
2021-01-09,IDR,14135.35
2021-01-09,ILS,3.18293
2021-01-09,IMP,0.737017
2021-01-09,INR,73.378404
2021-01-09,IQD,1463.075665
2021-01-09,IRR,42105.000352
2021-01-09,ISK,128.220386
2021-01-09,JEP,0.737017
2021-01-09,JMD,143.060941
2021-01-09,JOD,0.708704
2021-01-09,JPY,103.94804
2021-01-09,KES,109.780777
2021-01-09,KGS,83.077304
2021-01-09,KHR,4072.556237
2021-01-09,KMF,402.403796
2021-01-09,KPW,900.00001
2021-01-09,KRW,1093.010384
2021-01-09,KWD,0.30358
2021-01-09,KYD,0.835092
2021-01-09,KZT,420.269939
2021-01-09,LAK,9315.582822
2021-01-09,LBP,1515.173824
2021-01-09,LKR,188.395992
2021-01-09,LRD,167.050382
2021-01-09,LSL,15.310382
2021-01-09,LTL,2.95274
2021-01-09,LVL,0.60489
2021-01-09,LYD,4.441227
2021-01-09,MAD,8.839755
2021-01-09,MDL,17.151575
2021-01-09,MGA,3822.03681
2021-01-09,MKD,50.400818
2021-01-09,MMK,1330.296196
2021-01-09,MNT,2855.277471
2021-01-09,MOP,8.003354
2021-01-09,MRO,356.999828
2021-01-09,MUR,39.483027
2021-01-09,MVR,15.420378
2021-01-09,MWK,772.829448
2021-01-09,MXN,20.00935
2021-01-09,MYR,4.032504
2021-01-09,MZN,74.925039
2021-01-09,NAD,15.310377
2021-01-09,NGN,396.335378
2021-01-09,NIO,34.923517
2021-01-09,NOK,8.40676
2021-01-09,NPR,117.467485
2021-01-09,NZD,1.380358
2021-01-09,OMR,0.38497
2021-01-09,PAB,1.002127
2021-01-09,PEN,3.629611
2021-01-09,PGK,3.526217
2021-01-09,PHP,48.056442
2021-01-09,PKR,160.587566
2021-01-09,PLN,3.69175
2021-01-09,PYG,6872.474438
2021-01-09,QAR,3.641038
2021-01-09,RON,3.985604
2021-01-09,RSD,96.235038
2021-01-09,RUB,74.083604
2021-01-09,RWF,993.316973
2021-01-09,SAR,3.75177
2021-01-09,SBD,8.040664
2021-01-09,SCR,21.697342
2021-01-09,SDG,55.250372
2021-01-09,SEK,8.24409
2021-01-09,SGD,1.32592
2021-01-09,SHP,0.737017
2021-01-09,SLL,10205.000339
2021-01-09,SOS,583.000338
2021-01-09,SRD,14.154038
2021-01-09,STD,20834.863349
2021-01-09,SVC,8.768916
2021-01-09,SYP,512.822021
2021-01-09,SZL,15.257587
2021-01-09,THB,30.13037
2021-01-09,TJS,11.351329
2021-01-09,TMT,3.5
2021-01-09,TND,2.692504
2021-01-09,TOP,2.26425
2021-01-09,TRY,7.376204
2021-01-09,TTD,6.810634
2021-01-09,TWD,28.018038
2021-01-09,TZS,2323.885481
2021-01-09,UAH,28.331616
2021-01-09,UGX,3708.793456
2021-01-09,USD,1.0
2021-01-09,UYU,42.373824
2021-01-09,UZS,10482.03681
2021-01-09,VEF,9.987504
2021-01-09,VND,23115.746421
2021-01-09,VUV,107.502093
2021-01-09,WST,2.53162
2021-01-09,XAF,536.570143
2021-01-09,XAG,0.039319
2021-01-09,XAU,0.000541
2021-01-09,XCD,2.70255
2021-01-09,XDR,0.693333
2021-01-09,XOF,536.570143
2021-01-09,XPF,98.050364
2021-01-09,YER,250.403597
2021-01-09,ZAR,15.303445
2021-01-09,ZMK,9001.203593
2021-01-09,ZMW,21.267239
2021-01-09,ZWL,322.000186
2021-01-10,AED,3.67297
2021-01-10,AFN,77.243354
2021-01-10,ALL,101.235174
2021-01-10,AMD,522.790047
2021-01-10,ANG,1.798773
2021-01-10,AOA,653.750303
2021-01-10,ARS,85.399478
2021-01-10,AUD,1.29601
2021-01-10,AWG,1.8
2021-01-10,AZN,1.702436
2021-01-10,BAM,1.599861
2021-01-10,BBD,2.023313
2021-01-10,BDT,84.933497
2021-01-10,BGN,1.598942
2021-01-10,BHD,0.377832
2021-01-10,BIF,1944.899796
2021-01-10,BMD,1.0
2021-01-10,BND,1.327117
2021-01-10,BOB,6.899468
2021-01-10,BRL,5.41546
2021-01-10,BSD,1.002127
2021-01-10,BTC,2.6150843e-05
2021-01-10,BTN,73.417342
2021-01-10,BWP,11.018241
2021-01-10,BYN,2.569898
2021-01-10,BYR,19600.0
2021-01-10,BZD,2.019959
2021-01-10,CAD,1.27319
2021-01-10,CDF,1969.999994
2021-01-10,CHF,0.887695
2021-01-10,CLF,0.025904
2021-01-10,CLP,714.782413
2021-01-10,CNY,6.4754
2021-01-10,COP,3497.341513
2021-01-10,CRC,615.190184
2021-01-10,CUC,1.0
2021-01-10,CUP,26.5
2021-01-10,CVE,90.196319
2021-01-10,CZK,21.469023
2021-01-10,DJF,178.396728
2021-01-10,DKK,6.10283
2021-01-10,DOP,58.352556
2021-01-10,DZD,132.184867
2021-01-10,EGP,15.784735
2021-01-10,ERN,15.000004
2021-01-10,ETB,39.489162
2021-01-10,EUR,0.820635
2021-01-10,FJD,2.01415
2021-01-10,FKP,0.739865
2021-01-10,GBP,0.739903
2021-01-10,GEL,3.309783
2021-01-10,GGP,0.739865
2021-01-10,GHS,5.872311
2021-01-10,GIP,0.739865
2021-01-10,GMD,51.701691
2021-01-10,GNF,10286.625767
2021-01-10,GTQ,7.808916
2021-01-10,GYD,209.775051
2021-01-10,HKD,7.754625
2021-01-10,HNL,24.148875
2021-01-10,HRK,6.195901
2021-01-10,HTG,73.26544
2021-01-10,HUF,295.167969
2021-01-10,IDR,14049.531697
2021-01-10,ILS,3.18262
2021-01-10,IMP,0.739865
2021-01-10,INR,73.378394
2021-01-10,IQD,1463.075665
2021-01-10,IRR,42105.000252
2021-01-10,ISK,128.220012
2021-01-10,JEP,0.739865
2021-01-10,JMD,143.060941
2021-01-10,JOD,0.708697
2021-01-10,JPY,104.093985
2021-01-10,KES,109.780777
2021-01-10,KGS,83.077298
2021-01-10,KHR,4072.556237
2021-01-10,KMF,402.410825
2021-01-10,KPW,900.06313
2021-01-10,KRW,1093.010041
2021-01-10,KWD,0.30358
2021-01-10,KYD,0.835092
2021-01-10,KZT,420.269939
2021-01-10,LAK,9315.582822
2021-01-10,LBP,1515.173824
2021-01-10,LKR,188.395992
2021-01-10,LRD,167.050217
2021-01-10,LSL,15.310178
2021-01-10,LTL,2.95274
2021-01-10,LVL,0.60489
2021-01-10,LYD,4.441227
2021-01-10,MAD,8.839755
2021-01-10,MDL,17.151575
2021-01-10,MGA,3822.03681
2021-01-10,MKD,50.400818
2021-01-10,MMK,1330.296196
2021-01-10,MNT,2854.570156
2021-01-10,MOP,8.003354
2021-01-10,MRO,356.999828
2021-01-10,MUR,39.483027
2021-01-10,MVR,15.420297
2021-01-10,MWK,772.829448
2021-01-10,MXN,20.05299
2021-01-10,MYR,4.032502
2021-01-10,MZN,74.925002
2021-01-10,NAD,15.309887
2021-01-10,NGN,396.335378
2021-01-10,NIO,34.923517
2021-01-10,NOK,8.470185
2021-01-10,NPR,117.467485
2021-01-10,NZD,1.389195
2021-01-10,OMR,0.38497
2021-01-10,PAB,1.002127
2021-01-10,PEN,3.629611
2021-01-10,PGK,3.526217
2021-01-10,PHP,48.056442
2021-01-10,PKR,160.587566
2021-01-10,PLN,3.702229
2021-01-10,PYG,6872.474438
2021-01-10,QAR,3.641029
2021-01-10,RON,3.97328
2021-01-10,RSD,96.234968
2021-01-10,RUB,74.4199
2021-01-10,RWF,993.316973
2021-01-10,SAR,3.75175
2021-01-10,SBD,8.040664
2021-01-10,SCR,21.697342
2021-01-10,SDG,55.25034
2021-01-10,SEK,8.261199
2021-01-10,SGD,1.32872
2021-01-10,SHP,0.739865
2021-01-10,SLL,10204.999892
2021-01-10,SOS,582.999633
2021-01-10,SRD,14.153972
2021-01-10,STD,20834.863349
2021-01-10,SVC,8.768916
2021-01-10,SYP,512.796441
2021-01-10,SZL,15.257587
2021-01-10,THB,30.142024
2021-01-10,TJS,11.351329
2021-01-10,TMT,3.5
2021-01-10,TND,2.692501
2021-01-10,TOP,2.26425
2021-01-10,TRY,7.36336
2021-01-10,TTD,6.810634
2021-01-10,TWD,28.018025
2021-01-10,TZS,2323.885481
2021-01-10,UAH,28.331616
2021-01-10,UGX,3708.793456
2021-01-10,USD,1.0
2021-01-10,UYU,42.373824
2021-01-10,UZS,10482.03681
2021-01-10,VEF,9.987497
2021-01-10,VND,23115.746421
2021-01-10,VUV,108.144148
2021-01-10,WST,2.510976
2021-01-10,XAF,536.570143
2021-01-10,XAG,0.040011
2021-01-10,XAU,0.000542
2021-01-10,XCD,2.70255
2021-01-10,XDR,0.693333
2021-01-10,XOF,536.570143
2021-01-10,XPF,98.050268
2021-01-10,YER,250.398342
2021-01-10,ZAR,15.308696
2021-01-10,ZMK,9001.208908
2021-01-10,ZMW,21.267239
2021-01-10,ZWL,322.000186
